"Outcome","Gene","Study","Coef","SE","N","Pval","Cancer_type","Treatment","FDR"
"R vs NR","YPEL5","Mariathasan__Ureteral__PD-(L)1",0.797,0.74,18,0.281187115243438,"Ureteral","PD-(L)1",0.532748059753721
"R vs NR","BCL11A","Mariathasan__Ureteral__PD-(L)1",-0.312,0.55,18,0.570810929948122,"Ureteral","PD-(L)1",0.723563150638465
"R vs NR","CD274","Mariathasan__Ureteral__PD-(L)1",0.719,0.696,18,0.301890567193775,"Ureteral","PD-(L)1",0.532748059753721
"R vs NR","HSPH1","Mariathasan__Ureteral__PD-(L)1",0.017,0.503,18,0.972548687211664,"Ureteral","PD-(L)1",0.979524622222837
"R vs NR","CXCR4","Mariathasan__Ureteral__PD-(L)1",0.42,0.586,18,0.473905700784616,"Ureteral","PD-(L)1",0.656177124163314
"R vs NR","LY9","Mariathasan__Ureteral__PD-(L)1",0.676,0.505,18,0.180359150910024,"Ureteral","PD-(L)1",0.491888593390976
"R vs NR","NR4A1","Mariathasan__Ureteral__PD-(L)1",1.473,0.845,18,0.0813655874486832,"Ureteral","PD-(L)1",0.484353725351971
"R vs NR","CKS2","Mariathasan__Ureteral__PD-(L)1",-0.774,0.598,18,0.195612959938197,"Ureteral","PD-(L)1",0.505859217516355
"R vs NR","DDX27","Mariathasan__Ureteral__PD-(L)1",-0.246,0.633,18,0.69719754924789,"Ureteral","PD-(L)1",0.825628676740923
"R vs NR","CCR7","Mariathasan__Ureteral__PD-(L)1",2.743,1.393,18,0.0489099262746896,"Ureteral","PD-(L)1",0.484353725351971
"R vs NR","JUND","Mariathasan__Ureteral__PD-(L)1",3.151,1.892,18,0.0957348001391269,"Ureteral","PD-(L)1",0.484353725351971
"R vs NR","ZNF331","Mariathasan__Ureteral__PD-(L)1",-0.078,0.838,18,0.925930544189406,"Ureteral","PD-(L)1",0.977615610687763
"R vs NR","ZNF141","Mariathasan__Ureteral__PD-(L)1",-0.599,0.576,18,0.298246828843008,"Ureteral","PD-(L)1",0.532748059753721
"R vs NR","IDO1","Mariathasan__Ureteral__PD-(L)1",0.306,0.495,18,0.535956710325429,"Ureteral","PD-(L)1",0.709354469548362
"R vs NR","DNAJB1","Mariathasan__Ureteral__PD-(L)1",0.092,0.514,18,0.858308530282784,"Ureteral","PD-(L)1",0.932381419852947
"R vs NR","KDM6B","Mariathasan__Ureteral__PD-(L)1",0.335,0.571,18,0.55682677584137,"Ureteral","PD-(L)1",0.721723738329442
"R vs NR","WDR74","Mariathasan__Ureteral__PD-(L)1",-0.017,0.662,18,0.979524622222837,"Ureteral","PD-(L)1",0.979524622222837
"R vs NR","BTG1","Mariathasan__Ureteral__PD-(L)1",-0.657,0.659,18,0.319231585188645,"Ureteral","PD-(L)1",0.552516205134194
"R vs NR","SKIL","Mariathasan__Ureteral__PD-(L)1",1.678,0.919,18,0.0677501360548669,"Ureteral","PD-(L)1",0.484353725351971
"R vs NR","SDCBP","Mariathasan__Ureteral__PD-(L)1",-0.51,0.49,18,0.298157252493147,"Ureteral","PD-(L)1",0.532748059753721
"R vs NR","ARHGAP24","Mariathasan__Ureteral__PD-(L)1",0.706,0.654,18,0.279969949294226,"Ureteral","PD-(L)1",0.532748059753721
"R vs NR","CXCL9","Mariathasan__Ureteral__PD-(L)1",0.165,0.486,18,0.734608993584628,"Ureteral","PD-(L)1",0.837676702494617
"R vs NR","CD27","Mariathasan__Ureteral__PD-(L)1",0.611,0.49,18,0.212432228720361,"Ureteral","PD-(L)1",0.525300997939477
"R vs NR","VPS37B","Mariathasan__Ureteral__PD-(L)1",-0.282,0.552,18,0.609296344012691,"Ureteral","PD-(L)1",0.751187273440304
"R vs NR","WDR45B","Mariathasan__Ureteral__PD-(L)1",-0.091,0.515,18,0.859862864975495,"Ureteral","PD-(L)1",0.932381419852947
"R vs NR","CALM2","Mariathasan__Ureteral__PD-(L)1",-0.55,0.59,18,0.351280115894939,"Ureteral","PD-(L)1",0.570224978490631
"R vs NR","GZMA","Mariathasan__Ureteral__PD-(L)1",0.376,0.495,18,0.446800380621251,"Ureteral","PD-(L)1",0.648581197676009
"R vs NR","IL2RG","Mariathasan__Ureteral__PD-(L)1",0.761,0.551,18,0.166832949843457,"Ureteral","PD-(L)1",0.484353725351971
"R vs NR","C9orf72","Mariathasan__Ureteral__PD-(L)1",-0.704,0.651,18,0.279199189062332,"Ureteral","PD-(L)1",0.532748059753721
"R vs NR","RILPL2","Mariathasan__Ureteral__PD-(L)1",1.283,0.716,18,0.0733201171985363,"Ureteral","PD-(L)1",0.484353725351971
"R vs NR","ZFP36L2","Mariathasan__Ureteral__PD-(L)1",1.793,0.92,18,0.0512008928773389,"Ureteral","PD-(L)1",0.484353725351971
"R vs NR","BANK1","Mariathasan__Ureteral__PD-(L)1",1.41,0.861,18,0.101470091475584,"Ureteral","PD-(L)1",0.484353725351971
"R vs NR","RANBP2","Mariathasan__Ureteral__PD-(L)1",-0.035,0.54,18,0.947875785268249,"Ureteral","PD-(L)1",0.977615610687763
"R vs NR","NR4A2","Mariathasan__Ureteral__PD-(L)1",0.938,0.624,18,0.132912391198964,"Ureteral","PD-(L)1",0.484353725351971
"R vs NR","CD8A","Mariathasan__Ureteral__PD-(L)1",0.068,0.489,18,0.889081430845067,"Ureteral","PD-(L)1",0.952587247334
"R vs NR","CHD1","Mariathasan__Ureteral__PD-(L)1",0.351,0.54,18,0.515671686525334,"Ureteral","PD-(L)1",0.692693310257911
"R vs NR","CXCL13","Mariathasan__Ureteral__PD-(L)1",-0.09,0.5,18,0.856801821453035,"Ureteral","PD-(L)1",0.932381419852947
"R vs NR","MS4A1","Mariathasan__Ureteral__PD-(L)1",1.927,0.967,18,0.0463837109524282,"Ureteral","PD-(L)1",0.484353725351971
"R vs NR","CCR5","Mariathasan__Ureteral__PD-(L)1",0.701,0.514,18,0.172764473299214,"Ureteral","PD-(L)1",0.485900081154038
"R vs NR","REL","Mariathasan__Ureteral__PD-(L)1",5.959,3.59,18,0.0969819844662054,"Ureteral","PD-(L)1",0.484353725351971
"R vs NR","CTLA4","Mariathasan__Ureteral__PD-(L)1",0.791,0.523,18,0.130157418034196,"Ureteral","PD-(L)1",0.484353725351971
"R vs NR","DNAJB14","Mariathasan__Ureteral__PD-(L)1",0.17,0.54,18,0.75335463751725,"Ureteral","PD-(L)1",0.847523967206906
"R vs NR","PRMT9","Mariathasan__Ureteral__PD-(L)1",-1.007,0.649,18,0.12065761866577,"Ureteral","PD-(L)1",0.484353725351971
"R vs NR","TRA2A","Mariathasan__Ureteral__PD-(L)1",-2.679,1.449,18,0.0644688433065046,"Ureteral","PD-(L)1",0.484353725351971
"R vs NR","TAGAP","Mariathasan__Ureteral__PD-(L)1",0.877,0.601,18,0.144285028828165,"Ureteral","PD-(L)1",0.484353725351971
"R vs NR","CD3D","Mariathasan__Ureteral__PD-(L)1",0.892,0.615,18,0.147135671726138,"Ureteral","PD-(L)1",0.484353725351971
"R vs NR","TUBA1A","Mariathasan__Ureteral__PD-(L)1",-0.88,0.612,18,0.149953901144381,"Ureteral","PD-(L)1",0.484353725351971
"R vs NR","TUBA1C","Mariathasan__Ureteral__PD-(L)1",-0.822,0.932,18,0.378053574491768,"Ureteral","PD-(L)1",0.586634856969985
"R vs NR","NFKBID","Mariathasan__Ureteral__PD-(L)1",3.596,1.981,18,0.0694851196231475,"Ureteral","PD-(L)1",0.484353725351971
"R vs NR","CXCL10","Mariathasan__Ureteral__PD-(L)1",-0.214,0.586,18,0.714344478408259,"Ureteral","PD-(L)1",0.834948091646017
"R vs NR","GPR183","Mariathasan__Ureteral__PD-(L)1",0.958,0.559,18,0.0868140792502582,"Ureteral","PD-(L)1",0.484353725351971
"R vs NR","CXCR6","Mariathasan__Ureteral__PD-(L)1",1.019,0.643,18,0.112917392653975,"Ureteral","PD-(L)1",0.484353725351971
"R vs NR","CMKLR1","Mariathasan__Ureteral__PD-(L)1",0.527,0.501,18,0.292712091312119,"Ureteral","PD-(L)1",0.532748059753721
"R vs NR","TGIF1","Mariathasan__Ureteral__PD-(L)1",0.821,0.79,18,0.299079097259163,"Ureteral","PD-(L)1",0.532748059753721
"R vs NR","PER1","Mariathasan__Ureteral__PD-(L)1",0.269,0.59,18,0.64795140551618,"Ureteral","PD-(L)1",0.788049006708868
"R vs NR","CIITA","Mariathasan__Ureteral__PD-(L)1",1.654,0.802,18,0.0392102081209567,"Ureteral","PD-(L)1",0.484353725351971
"R vs NR","PRF1","Mariathasan__Ureteral__PD-(L)1",0.48,0.501,18,0.33739991413057,"Ureteral","PD-(L)1",0.570224978490631
"R vs NR","TIGIT","Mariathasan__Ureteral__PD-(L)1",0.738,0.527,18,0.161119432457224,"Ureteral","PD-(L)1",0.484353725351971
"R vs NR","HLA.DRB1","Mariathasan__Ureteral__PD-(L)1",0.438,0.473,18,0.354806653283059,"Ureteral","PD-(L)1",0.570224978490631
"R vs NR","TSC22D2","Mariathasan__Ureteral__PD-(L)1",1.185,0.738,18,0.108305472157821,"Ureteral","PD-(L)1",0.484353725351971
"R vs NR","ZNF165","Mariathasan__Ureteral__PD-(L)1",0.213,0.531,18,0.688117328485685,"Ureteral","PD-(L)1",0.825628676740923
"R vs NR","PDCD1LG2","Mariathasan__Ureteral__PD-(L)1",0.602,0.555,18,0.278484415526679,"Ureteral","PD-(L)1",0.532748059753721
"R vs NR","CD3E","Mariathasan__Ureteral__PD-(L)1",0.747,0.534,18,0.162000519787093,"Ureteral","PD-(L)1",0.484353725351971
"R vs NR","HLA.DRA","Mariathasan__Ureteral__PD-(L)1",0.575,0.505,18,0.254433097987395,"Ureteral","PD-(L)1",0.532748059753721
"R vs NR","HLA.E","Mariathasan__Ureteral__PD-(L)1",0.716,0.579,18,0.215957076930674,"Ureteral","PD-(L)1",0.525300997939477
"R vs NR","PSMB10","Mariathasan__Ureteral__PD-(L)1",0.783,0.606,18,0.196723029034138,"Ureteral","PD-(L)1",0.505859217516355
"R vs NR","CCL5","Mariathasan__Ureteral__PD-(L)1",0.363,0.495,18,0.46248814897274,"Ureteral","PD-(L)1",0.650373959492916
